country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
AU,Australia,Victoria,Mildura Rural City,,,,ChIJ02bLJx5mxGoRuLg-2pmx7gI,2022-09-13,-21.0,4.0,-4.0,-25.0,13.0,1.0
AU,Australia,Victoria,Mildura Rural City,,,,ChIJ02bLJx5mxGoRuLg-2pmx7gI,2022-09-14,-19.0,1.0,,-22.0,9.0,2.0
AU,Australia,Victoria,Mitchell Shire,,,,ChIJAdau00aX12oR_JGelguImyg,2022-09-08,6.0,7.0,,-36.0,14.0,3.0
AU,Australia,Victoria,Mitchell Shire,,,,ChIJAdau00aX12oR_JGelguImyg,2022-09-09,22.0,18.0,,-35.0,20.0,2.0
AU,Australia,Victoria,Mitchell Shire,,,,ChIJAdau00aX12oR_JGelguImyg,2022-09-10,21.0,18.0,-43.0,-28.0,5.0,
AU,Australia,Victoria,Mitchell Shire,,,,ChIJAdau00aX12oR_JGelguImyg,2022-09-11,20.0,15.0,,-27.0,-6.0,
AU,Australia,Victoria,Mitchell Shire,,,,ChIJAdau00aX12oR_JGelguImyg,2022-09-12,16.0,23.0,,-32.0,17.0,3.0
AU,Australia,Victoria,Mitchell Shire,,,,ChIJAdau00aX12oR_JGelguImyg,2022-09-13,14.0,10.0,,-38.0,20.0,3.0
AU,Australia,Victoria,Mitchell Shire,,,,ChIJAdau00aX12oR_JGelguImyg,2022-09-14,18.0,17.0,,-38.0,16.0,2.0
AU,Australia,Victoria,Moira Shire,,,,ChIJ2S8Spn9XJ2sRxHDATC2vxWI,2022-09-08,,-9.0,-49.0,,-13.0,6.0
AU,Australia,Victoria,Moira Shire,,,,ChIJ2S8Spn9XJ2sRxHDATC2vxWI,2022-09-09,,,-55.0,,-5.0,
AU,Australia,Victoria,Moira Shire,,,,ChIJ2S8Spn9XJ2sRxHDATC2vxWI,2022-09-10,-1.0,,-57.0,,-20.0,
AU,Australia,Victoria,Moira Shire,,,,ChIJ2S8Spn9XJ2sRxHDATC2vxWI,2022-09-11,,,-54.0,,-28.0,
AU,Australia,Victoria,Moira Shire,,,,ChIJ2S8Spn9XJ2sRxHDATC2vxWI,2022-09-12,,,-53.0,,3.0,
AU,Australia,Victoria,Moira Shire,,,,ChIJ2S8Spn9XJ2sRxHDATC2vxWI,2022-09-13,,,,,-6.0,3.0
AU,Australia,Victoria,Moira Shire,,,,ChIJ2S8Spn9XJ2sRxHDATC2vxWI,2022-09-14,,,-38.0,,-4.0,3.0
AU,Australia,Victoria,Moorabool Shire,,,,ChIJ9S2SoyG31moRP6gfF7QOV7w,2022-09-08,5.0,,,-27.0,9.0,3.0
AU,Australia,Victoria,Moorabool Shire,,,,ChIJ9S2SoyG31moRP6gfF7QOV7w,2022-09-09,11.0,,,-21.0,9.0,3.0
AU,Australia,Victoria,Moorabool Shire,,,,ChIJ9S2SoyG31moRP6gfF7QOV7w,2022-09-10,-1.0,,20.0,,-10.0,
AU,Australia,Victoria,Moorabool Shire,,,,ChIJ9S2SoyG31moRP6gfF7QOV7w,2022-09-11,3.0,,6.0,,-13.0,
AU,Australia,Victoria,Moorabool Shire,,,,ChIJ9S2SoyG31moRP6gfF7QOV7w,2022-09-12,-7.0,,,-26.0,3.0,4.0
AU,Australia,Victoria,Moorabool Shire,,,,ChIJ9S2SoyG31moRP6gfF7QOV7w,2022-09-13,-3.0,,,-22.0,0.0,4.0
AU,Australia,Victoria,Moorabool Shire,,,,ChIJ9S2SoyG31moRP6gfF7QOV7w,2022-09-14,4.0,,,-36.0,3.0,4.0
AU,Australia,Victoria,Mount Alexander Shire,,,,ChIJQVB8h3Yx12oRs8vRF5Qmc40,2022-09-08,,,,,0.0,
AU,Australia,Victoria,Mount Alexander Shire,,,,ChIJQVB8h3Yx12oRs8vRF5Qmc40,2022-09-09,,,,,6.0,
AU,Australia,Victoria,Mount Alexander Shire,,,,ChIJQVB8h3Yx12oRs8vRF5Qmc40,2022-09-10,19.0,,,,,
AU,Australia,Victoria,Mount Alexander Shire,,,,ChIJQVB8h3Yx12oRs8vRF5Qmc40,2022-09-12,,,,,11.0,
AU,Australia,Victoria,Mount Alexander Shire,,,,ChIJQVB8h3Yx12oRs8vRF5Qmc40,2022-09-13,,,,,5.0,
AU,Australia,Victoria,Mount Alexander Shire,,,,ChIJQVB8h3Yx12oRs8vRF5Qmc40,2022-09-14,,,,,1.0,
AU,Australia,Victoria,Moyne Shire,,,,ChIJVQZLefFDzWoRpkkbnz-QEm4,2022-09-08,,,-59.0,,8.0,
AU,Australia,Victoria,Moyne Shire,,,,ChIJVQZLefFDzWoRpkkbnz-QEm4,2022-09-09,,,-59.0,,6.0,
AU,Australia,Victoria,Moyne Shire,,,,ChIJVQZLefFDzWoRpkkbnz-QEm4,2022-09-10,,,-68.0,,,
AU,Australia,Victoria,Moyne Shire,,,,ChIJVQZLefFDzWoRpkkbnz-QEm4,2022-09-11,,,-59.0,,,
AU,Australia,Victoria,Moyne Shire,,,,ChIJVQZLefFDzWoRpkkbnz-QEm4,2022-09-12,,,-62.0,,18.0,
AU,Australia,Victoria,Moyne Shire,,,,ChIJVQZLefFDzWoRpkkbnz-QEm4,2022-09-13,,,-53.0,,6.0,
AU,Australia,Victoria,Moyne Shire,,,,ChIJVQZLefFDzWoRpkkbnz-QEm4,2022-09-14,,,-35.0,,15.0,
AU,Australia,Victoria,Murrindindi Shire,,,,ChIJkWqsiYEPKGsRO0gFge56rr8,2022-09-08,,,,,2.0,
AU,Australia,Victoria,Murrindindi Shire,,,,ChIJkWqsiYEPKGsRO0gFge56rr8,2022-09-09,,,-38.0,,12.0,
AU,Australia,Victoria,Murrindindi Shire,,,,ChIJkWqsiYEPKGsRO0gFge56rr8,2022-09-10,,,-33.0,,,
AU,Australia,Victoria,Murrindindi Shire,,,,ChIJkWqsiYEPKGsRO0gFge56rr8,2022-09-11,,,-6.0,,,
AU,Australia,Victoria,Murrindindi Shire,,,,ChIJkWqsiYEPKGsRO0gFge56rr8,2022-09-12,,,,,23.0,
AU,Australia,Victoria,Murrindindi Shire,,,,ChIJkWqsiYEPKGsRO0gFge56rr8,2022-09-13,,,,,5.0,
AU,Australia,Victoria,Murrindindi Shire,,,,ChIJkWqsiYEPKGsRO0gFge56rr8,2022-09-14,,,,,4.0,
AU,Australia,Victoria,Northern Grampians Shire,,,,ChIJYxQW4HXS0WoRPk05iUErDq4,2022-09-08,,,-37.0,,21.0,
AU,Australia,Victoria,Northern Grampians Shire,,,,ChIJYxQW4HXS0WoRPk05iUErDq4,2022-09-09,,,-34.0,,,
AU,Australia,Victoria,Northern Grampians Shire,,,,ChIJYxQW4HXS0WoRPk05iUErDq4,2022-09-10,,,-50.0,,,
AU,Australia,Victoria,Northern Grampians Shire,,,,ChIJYxQW4HXS0WoRPk05iUErDq4,2022-09-11,,,-33.0,,,
AU,Australia,Victoria,Northern Grampians Shire,,,,ChIJYxQW4HXS0WoRPk05iUErDq4,2022-09-12,,,-31.0,,24.0,
AU,Australia,Victoria,Northern Grampians Shire,,,,ChIJYxQW4HXS0WoRPk05iUErDq4,2022-09-13,,,-31.0,,27.0,
AU,Australia,Victoria,Northern Grampians Shire,,,,ChIJYxQW4HXS0WoRPk05iUErDq4,2022-09-14,,,-15.0,,22.0,
AU,Australia,Victoria,Port Phillip City,,,,ChIJO9nyAXho1moRqdfqYTtnGyA,2022-09-08,-43.0,-27.0,-77.0,-56.0,-39.0,11.0
AU,Australia,Victoria,Port Phillip City,,,,ChIJO9nyAXho1moRqdfqYTtnGyA,2022-09-09,-35.0,-21.0,-60.0,-54.0,-41.0,9.0
AU,Australia,Victoria,Port Phillip City,,,,ChIJO9nyAXho1moRqdfqYTtnGyA,2022-09-10,-31.0,-17.0,-63.0,-45.0,-22.0,2.0
AU,Australia,Victoria,Port Phillip City,,,,ChIJO9nyAXho1moRqdfqYTtnGyA,2022-09-11,-39.0,-23.0,-67.0,-58.0,-23.0,2.0
AU,Australia,Victoria,Port Phillip City,,,,ChIJO9nyAXho1moRqdfqYTtnGyA,2022-09-12,-31.0,-18.0,-55.0,-55.0,-41.0,10.0
AU,Australia,Victoria,Port Phillip City,,,,ChIJO9nyAXho1moRqdfqYTtnGyA,2022-09-13,-36.0,-20.0,-65.0,-51.0,-41.0,10.0
AU,Australia,Victoria,Port Phillip City,,,,ChIJO9nyAXho1moRqdfqYTtnGyA,2022-09-14,-29.0,-28.0,-55.0,-50.0,-40.0,9.0
AU,Australia,Victoria,Shire of Mornington Peninsula,,,,ChIJcVC2pWDP1WoRgrwLtSh9Ly8,2022-09-08,-25.0,-18.0,-66.0,-50.0,-14.0,4.0
AU,Australia,Victoria,Shire of Mornington Peninsula,,,,ChIJcVC2pWDP1WoRgrwLtSh9Ly8,2022-09-09,-26.0,-19.0,-47.0,-32.0,-13.0,2.0
AU,Australia,Victoria,Shire of Mornington Peninsula,,,,ChIJcVC2pWDP1WoRgrwLtSh9Ly8,2022-09-10,-32.0,-26.0,-70.0,-63.0,-18.0,4.0
AU,Australia,Victoria,Shire of Mornington Peninsula,,,,ChIJcVC2pWDP1WoRgrwLtSh9Ly8,2022-09-11,-27.0,-19.0,-58.0,-55.0,-20.0,3.0
AU,Australia,Victoria,Shire of Mornington Peninsula,,,,ChIJcVC2pWDP1WoRgrwLtSh9Ly8,2022-09-12,-32.0,-13.0,-50.0,-50.0,-17.0,3.0
AU,Australia,Victoria,Shire of Mornington Peninsula,,,,ChIJcVC2pWDP1WoRgrwLtSh9Ly8,2022-09-13,-26.0,-14.0,-58.0,-50.0,-17.0,4.0
AU,Australia,Victoria,Shire of Mornington Peninsula,,,,ChIJcVC2pWDP1WoRgrwLtSh9Ly8,2022-09-14,-21.0,-16.0,-43.0,-40.0,-17.0,2.0
AU,Australia,Victoria,Shire of Nillumbik,,,,ChIJj9onUVLL12oRpVjfuPW0xeo,2022-09-08,-10.0,,-37.0,-28.0,-17.0,7.0
AU,Australia,Victoria,Shire of Nillumbik,,,,ChIJj9onUVLL12oRpVjfuPW0xeo,2022-09-09,-4.0,42.0,-22.0,-23.0,-14.0,4.0
AU,Australia,Victoria,Shire of Nillumbik,,,,ChIJj9onUVLL12oRpVjfuPW0xeo,2022-09-10,7.0,,-17.0,-22.0,-23.0,
AU,Australia,Victoria,Shire of Nillumbik,,,,ChIJj9onUVLL12oRpVjfuPW0xeo,2022-09-11,-5.0,,-25.0,-42.0,-35.0,
AU,Australia,Victoria,Shire of Nillumbik,,,,ChIJj9onUVLL12oRpVjfuPW0xeo,2022-09-12,-10.0,,-18.0,-29.0,-13.0,6.0
AU,Australia,Victoria,Shire of Nillumbik,,,,ChIJj9onUVLL12oRpVjfuPW0xeo,2022-09-13,-9.0,32.0,-38.0,-36.0,-17.0,7.0
AU,Australia,Victoria,Shire of Nillumbik,,,,ChIJj9onUVLL12oRpVjfuPW0xeo,2022-09-14,-12.0,35.0,-29.0,-37.0,-15.0,5.0
AU,Australia,Victoria,South Gippsland Shire,,,,ChIJQYgEgeEwKmsR5L4kHDobxSw,2022-09-08,-16.0,,-64.0,,18.0,
AU,Australia,Victoria,South Gippsland Shire,,,,ChIJQYgEgeEwKmsR5L4kHDobxSw,2022-09-09,-19.0,,-56.0,,20.0,
AU,Australia,Victoria,South Gippsland Shire,,,,ChIJQYgEgeEwKmsR5L4kHDobxSw,2022-09-10,-32.0,,-67.0,,-6.0,
AU,Australia,Victoria,South Gippsland Shire,,,,ChIJQYgEgeEwKmsR5L4kHDobxSw,2022-09-11,-26.0,,-67.0,,-12.0,
AU,Australia,Victoria,South Gippsland Shire,,,,ChIJQYgEgeEwKmsR5L4kHDobxSw,2022-09-12,-25.0,,-74.0,,18.0,
AU,Australia,Victoria,South Gippsland Shire,,,,ChIJQYgEgeEwKmsR5L4kHDobxSw,2022-09-13,-15.0,,-63.0,,14.0,
AU,Australia,Victoria,South Gippsland Shire,,,,ChIJQYgEgeEwKmsR5L4kHDobxSw,2022-09-14,-3.0,,-59.0,,19.0,
AU,Australia,Victoria,Southern Grampians Shire,,,,ChIJSaxAtE2tzWoR18H9WKzIUh8,2022-09-08,,,,,20.0,
AU,Australia,Victoria,Southern Grampians Shire,,,,ChIJSaxAtE2tzWoR18H9WKzIUh8,2022-09-09,,,,,24.0,
AU,Australia,Victoria,Southern Grampians Shire,,,,ChIJSaxAtE2tzWoR18H9WKzIUh8,2022-09-12,,,,,36.0,
AU,Australia,Victoria,Southern Grampians Shire,,,,ChIJSaxAtE2tzWoR18H9WKzIUh8,2022-09-13,,,,,29.0,
AU,Australia,Victoria,Southern Grampians Shire,,,,ChIJSaxAtE2tzWoR18H9WKzIUh8,2022-09-14,,,,,25.0,
AU,Australia,Victoria,Surf Coast Shire,,,,ChIJIe6EesN41GoR-pO-nxsXn08,2022-09-08,-34.0,-38.0,-85.0,,-23.0,
AU,Australia,Victoria,Surf Coast Shire,,,,ChIJIe6EesN41GoR-pO-nxsXn08,2022-09-09,-24.0,-41.0,-74.0,,-27.0,
AU,Australia,Victoria,Surf Coast Shire,,,,ChIJIe6EesN41GoR-pO-nxsXn08,2022-09-10,-28.0,-32.0,-74.0,,-39.0,
AU,Australia,Victoria,Surf Coast Shire,,,,ChIJIe6EesN41GoR-pO-nxsXn08,2022-09-11,-16.0,-40.0,-73.0,,-50.0,
AU,Australia,Victoria,Surf Coast Shire,,,,ChIJIe6EesN41GoR-pO-nxsXn08,2022-09-12,-34.0,-41.0,-77.0,,-14.0,
AU,Australia,Victoria,Surf Coast Shire,,,,ChIJIe6EesN41GoR-pO-nxsXn08,2022-09-13,-26.0,-34.0,-78.0,,-20.0,
AU,Australia,Victoria,Surf Coast Shire,,,,ChIJIe6EesN41GoR-pO-nxsXn08,2022-09-14,-18.0,-33.0,-70.0,,-21.0,
AU,Australia,Victoria,Swan Hill Rural City,,,,ChIJs_TC4nti22oRfgG6MiHvfAU,2022-09-08,,,,,-19.0,
AU,Australia,Victoria,Swan Hill Rural City,,,,ChIJs_TC4nti22oRfgG6MiHvfAU,2022-09-09,-4.0,,,,-14.0,
AU,Australia,Victoria,Swan Hill Rural City,,,,ChIJs_TC4nti22oRfgG6MiHvfAU,2022-09-10,-2.0,,,,-31.0,
AU,Australia,Victoria,Swan Hill Rural City,,,,ChIJs_TC4nti22oRfgG6MiHvfAU,2022-09-11,,,,,-31.0,
AU,Australia,Victoria,Swan Hill Rural City,,,,ChIJs_TC4nti22oRfgG6MiHvfAU,2022-09-12,,,,,-6.0,
AU,Australia,Victoria,Swan Hill Rural City,,,,ChIJs_TC4nti22oRfgG6MiHvfAU,2022-09-13,-12.0,,,,-10.0,
AU,Australia,Victoria,Swan Hill Rural City,,,,ChIJs_TC4nti22oRfgG6MiHvfAU,2022-09-14,,,,,-11.0,
AU,Australia,Victoria,Wangaratta Rural City,,,,ChIJkzavw1LuJmsRFoTlSJBLCnQ,2022-09-08,-7.0,-1.0,,,20.0,4.0
AU,Australia,Victoria,Wangaratta Rural City,,,,ChIJkzavw1LuJmsRFoTlSJBLCnQ,2022-09-09,1.0,5.0,,,22.0,0.0
AU,Australia,Victoria,Wangaratta Rural City,,,,ChIJkzavw1LuJmsRFoTlSJBLCnQ,2022-09-10,6.0,1.0,,,-8.0,
AU,Australia,Victoria,Wangaratta Rural City,,,,ChIJkzavw1LuJmsRFoTlSJBLCnQ,2022-09-11,0.0,,,,-3.0,
AU,Australia,Victoria,Wangaratta Rural City,,,,ChIJkzavw1LuJmsRFoTlSJBLCnQ,2022-09-12,0.0,,,,29.0,
AU,Australia,Victoria,Wangaratta Rural City,,,,ChIJkzavw1LuJmsRFoTlSJBLCnQ,2022-09-13,-6.0,3.0,,,25.0,0.0
AU,Australia,Victoria,Wangaratta Rural City,,,,ChIJkzavw1LuJmsRFoTlSJBLCnQ,2022-09-14,-3.0,1.0,,,17.0,1.0
AU,Australia,Victoria,Wellington Shire,,,,ChIJieN105g2L2sRoOZfsYf2t-o,2022-09-08,11.0,9.0,-9.0,,21.0,2.0
AU,Australia,Victoria,Wellington Shire,,,,ChIJieN105g2L2sRoOZfsYf2t-o,2022-09-09,10.0,7.0,-3.0,,21.0,2.0
AU,Australia,Victoria,Wellington Shire,,,,ChIJieN105g2L2sRoOZfsYf2t-o,2022-09-10,6.0,4.0,-12.0,,1.0,
AU,Australia,Victoria,Wellington Shire,,,,ChIJieN105g2L2sRoOZfsYf2t-o,2022-09-11,6.0,1.0,-18.0,,-2.0,
AU,Australia,Victoria,Wellington Shire,,,,ChIJieN105g2L2sRoOZfsYf2t-o,2022-09-12,12.0,12.0,-6.0,,29.0,1.0
AU,Australia,Victoria,Wellington Shire,,,,ChIJieN105g2L2sRoOZfsYf2t-o,2022-09-13,12.0,9.0,-13.0,,28.0,2.0
AU,Australia,Victoria,Wellington Shire,,,,ChIJieN105g2L2sRoOZfsYf2t-o,2022-09-14,13.0,10.0,2.0,,35.0,1.0
AU,Australia,Victoria,Whitehorse City,,,,ChIJJV1W0kg_1moRzSsKXThD7I4,2022-09-08,-16.0,7.0,-33.0,-30.0,-14.0,9.0
AU,Australia,Victoria,Whitehorse City,,,,ChIJJV1W0kg_1moRzSsKXThD7I4,2022-09-09,-2.0,17.0,2.0,-24.0,-12.0,6.0
AU,Australia,Victoria,Whitehorse City,,,,ChIJJV1W0kg_1moRzSsKXThD7I4,2022-09-10,12.0,17.0,-15.0,-13.0,-1.0,3.0
AU,Australia,Victoria,Whitehorse City,,,,ChIJJV1W0kg_1moRzSsKXThD7I4,2022-09-11,1.0,18.0,-20.0,-22.0,-5.0,3.0
AU,Australia,Victoria,Whitehorse City,,,,ChIJJV1W0kg_1moRzSsKXThD7I4,2022-09-12,-14.0,10.0,-28.0,-37.0,-14.0,8.0
AU,Australia,Victoria,Whitehorse City,,,,ChIJJV1W0kg_1moRzSsKXThD7I4,2022-09-13,-14.0,6.0,-31.0,-32.0,-14.0,7.0
AU,Australia,Victoria,Whitehorse City,,,,ChIJJV1W0kg_1moRzSsKXThD7I4,2022-09-14,-5.0,7.0,-27.0,-28.0,-15.0,7.0
AU,Australia,Victoria,Yarra Ranges Shire,,,,ChIJv6MfDZ8zKGsRfE7_hAo3eYw,2022-09-08,-7.0,11.0,-48.0,-48.0,-8.0,5.0
AU,Australia,Victoria,Yarra Ranges Shire,,,,ChIJv6MfDZ8zKGsRfE7_hAo3eYw,2022-09-09,-5.0,12.0,-38.0,-45.0,-6.0,4.0
AU,Australia,Victoria,Yarra Ranges Shire,,,,ChIJv6MfDZ8zKGsRfE7_hAo3eYw,2022-09-10,-8.0,4.0,-42.0,-42.0,-5.0,3.0
AU,Australia,Victoria,Yarra Ranges Shire,,,,ChIJv6MfDZ8zKGsRfE7_hAo3eYw,2022-09-11,-8.0,6.0,-32.0,-23.0,-2.0,3.0
AU,Australia,Victoria,Yarra Ranges Shire,,,,ChIJv6MfDZ8zKGsRfE7_hAo3eYw,2022-09-12,-6.0,7.0,-17.0,-43.0,-7.0,4.0
AU,Australia,Victoria,Yarra Ranges Shire,,,,ChIJv6MfDZ8zKGsRfE7_hAo3eYw,2022-09-13,-9.0,7.0,-37.0,-49.0,-11.0,4.0
AU,Australia,Victoria,Yarra Ranges Shire,,,,ChIJv6MfDZ8zKGsRfE7_hAo3eYw,2022-09-14,-2.0,8.0,-21.0,-42.0,-10.0,4.0
